"aca.fav","state","race","income","sex","age","education","month","year","polling.org"
0,"NY","White",NA,"Male","45-64","some college","June","2013","Kaiser"
NA,"IA","White","$40,000-$75,000","Male","65+","college graduate","June","2013","Kaiser"
0,"MD","White",NA,"Male","65+","college graduate","June","2013","Kaiser"
1,"UT","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
0,"WA","White","$20,000-$40,000","Female","18-29","some college","June","2013","Kaiser"
NA,"CA","Hispanic","$20,000-$40,000","Male","45-64","college graduate","June","2013","Kaiser"
1,"VA","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"MD","Other","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
NA,"PA","Hispanic","$20,000-$40,000","Male","45-64","college graduate","June","2013","Kaiser"
1,"NC","Black","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
0,"PA","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
1,"OH","Black","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
1,"FL","Hispanic","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
0,"AZ","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
0,"CA","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","30-44","college graduate","June","2013","Kaiser"
0,"NE","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"AZ","White","$75,000+","Female","65+","college graduate","June","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Female","18-29","high school graduate","June","2013","Kaiser"
0,"MI","White","$20,000-$40,000","Male","45-64","college graduate","June","2013","Kaiser"
NA,"IL","Other","$75,000+","Male","18-29","college graduate","June","2013","Kaiser"
0,"MD","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"ND","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
NA,"WI","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
NA,"TX","Hispanic","less than $20,000","Male","30-44","less than a high school education","June","2013","Kaiser"
0,"ME","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"LA","White","$40,000-$75,000","Male","65+","college graduate","June","2013","Kaiser"
1,"MO","White","less than $20,000","Female","18-29","high school graduate","June","2013","Kaiser"
1,"MN","White","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
0,"WI","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
1,"OK","Other","$40,000-$75,000","Female","65+","postgraduate","June","2013","Kaiser"
0,"TX","White","$20,000-$40,000","Female","30-44","high school graduate","June","2013","Kaiser"
0,"TN","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
NA,"OR","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
1,"AZ","Hispanic","less than $20,000","Male","30-44","less than a high school education","June","2013","Kaiser"
1,"HI","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"UT","White","$20,000-$40,000","Male","30-44","college graduate","June","2013","Kaiser"
0,"NY","White","$75,000+","Male","30-44","postgraduate","June","2013","Kaiser"
0,"VA","Other","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"WY","White","$40,000-$75,000","Male","65+","college graduate","June","2013","Kaiser"
0,"AL","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"PA","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"AZ","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
1,"OR","White","$20,000-$40,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"CO","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"CA","Other","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
1,"MS","White","$75,000+","Male","18-29","college graduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Female","18-29","college graduate","June","2013","Kaiser"
0,"OK","White","$20,000-$40,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"CA","Black","less than $20,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"CA",NA,"$75,000+","Female","30-44","some college","June","2013","Kaiser"
1,"OR","White","$20,000-$40,000","Female","45-64","postgraduate","June","2013","Kaiser"
1,"MO","White","$20,000-$40,000","Female","30-44","postgraduate","June","2013","Kaiser"
NA,"AZ","White","less than $20,000","Male","18-29","some college","June","2013","Kaiser"
0,"OK","White",NA,"Male","65+","college graduate","June","2013","Kaiser"
1,"NV","Black","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
NA,"NV","Other","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"NY","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
1,"NJ","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"OH","Black","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
0,"MI","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"LA","Black","less than $20,000","Male","45-64","some college","June","2013","Kaiser"
NA,"DE","Other","$75,000+","Female","30-44","high school graduate","June","2013","Kaiser"
1,"MD","White","$75,000+","Male","18-29","high school graduate","June","2013","Kaiser"
1,"NY","Black","$40,000-$75,000","Female","30-44","college graduate","June","2013","Kaiser"
1,"RI","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"PA","White","$20,000-$40,000","Female","18-29","postgraduate","June","2013","Kaiser"
NA,"NJ","Hispanic","less than $20,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"NJ","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"NC","White","$20,000-$40,000","Female","18-29","college graduate","June","2013","Kaiser"
NA,"MI","White","$20,000-$40,000","Female","18-29","postgraduate","June","2013","Kaiser"
1,"MA","Other","$75,000+","Female","18-29","some college","June","2013","Kaiser"
1,"RI","White","$20,000-$40,000","Female","18-29","some college","June","2013","Kaiser"
1,"NY","Hispanic","less than $20,000","Female","18-29","high school graduate","June","2013","Kaiser"
1,"NC","Black","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
1,"MI","White","$20,000-$40,000","Female","18-29","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"TX","Hispanic","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
0,"VA","Black","less than $20,000","Female","18-29","some college","June","2013","Kaiser"
0,"KY","Black","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"NC","Black","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
NA,"AZ","White","$40,000-$75,000","Female","18-29","some college","June","2013","Kaiser"
1,"TX","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"TX","White","$75,000+","Male","65+","some college","June","2013","Kaiser"
0,"LA","White","$20,000-$40,000","Male","30-44","some college","June","2013","Kaiser"
0,"CA","White",NA,"Female","65+","some college","June","2013","Kaiser"
NA,"UT","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
1,"GA",NA,NA,"Female","30-44","college graduate","June","2013","Kaiser"
0,"NM","White","$75,000+","Male","18-29","less than a high school education","June","2013","Kaiser"
NA,"CA","Hispanic","less than $20,000","Male","30-44","less than a high school education","June","2013","Kaiser"
1,"UT","Other","less than $20,000","Female","18-29",NA,"June","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Female","45-64","postgraduate","June","2013","Kaiser"
NA,"TX","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","June","2013","Kaiser"
1,"LA","White","$20,000-$40,000","Female","18-29","some college","June","2013","Kaiser"
1,"FL","Black","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
NA,"ME","White","$40,000-$75,000","Male","18-29","college graduate","June","2013","Kaiser"
NA,"CT","Other",NA,"Female","18-29","some college","June","2013","Kaiser"
1,"PA","White","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
0,"NY","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
1,"AZ","Hispanic","$20,000-$40,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"CO","White",NA,"Female","45-64","some college","June","2013","Kaiser"
1,"KS","White","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
NA,"WI","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"TX","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
0,"TX","Black","$20,000-$40,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"IA","White","$75,000+","Male","18-29","high school graduate","June","2013","Kaiser"
1,"NV","Black",NA,"Female","45-64","high school graduate","June","2013","Kaiser"
1,"CO","Hispanic","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","30-44","less than a high school education","June","2013","Kaiser"
NA,"CA","Other","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
0,"CA","Other","$20,000-$40,000","Female","30-44","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
